 , ,Wild_Marker.Argentina ,Bhima.Austria ,Florac.Austria ,Gingor.Austria ,jacenat.Austria ,YMK1234.Austria ,henryuuk.Belgium ,Inquatitis.Belgium ,JebusGobson.Belgium ,Leprecon.Belgium ,modomario.Belgium ,Nemo84.Belgium ,Quazz.Belgium ,silverionmox.Belgium ,TheApatheist.Belgium ,9A4172.Bosnia ,hab136.Bulgaria ,guildensterncrantz.Croatia ,neohellpoet.Croatia ,kristynaZ.Czech ,Buffalox.Denmark ,DarthSatoris.Denmark ,Gareth321.Denmark ,Skulder.Denmark ,ThereIsAThingForThat.Denmark ,The_Serious_Account.Denmark ,AnTyx.Estonia ,h2ppyme.Estonia ,noys.Estonia ,ArttuH5N1.Finland ,Delheru.Finland ,falconbox.Finland ,Jushak.Finland ,KapteeniJ.Finland ,kerat.Finland ,makoivis.Finland ,spin0.Finland ,justkjfrost.France ,Kalulosu.France ,keepthepace.France ,Low_discrepancy.France ,MartelFirst.France ,Radulno.France ,ScalSaver.France ,UnluckyLuke.France ,yoshi570.France ,afito.Germany ,Asyx.Germany ,barsoap.Germany ,Chariotwheel.Germany ,DerberAuner.Germany ,DocTomoe.Germany ,Doldenberg.Germany ,escalat0r.Germany ,FrigOffCyrus.Germany ,greenascanbe.Germany ,IHaTeD2.Germany ,iTomes.Germany ,king_of_the_universe.Germany ,Loki-L.Germany ,MarktpLatz.Germany ,misnamed.Germany ,MisterMysterios.Germany ,R88SHUN.Germany ,rEvolutionTU.Germany ,reymt.Germany ,Roflkopt3r.Germany ,roionsteroids.Germany ,SAKUJ0.Germany ,skgoa.Germany ,thewindinthewillows.Germany ,TheZett.Germany ,VERTIKAL19.Germany ,Vik1ng.Germany ,Werner__Herzog.Germany ,xxTheGoDxx.Germany ,christoskal.Greece ,OrangeJuliusPage.Greece ,Poromenos.Greece ,gerusz.Hungary ,marmulak.Hungary ,mszegedy.Hungary ,shinarit.Hungary ,alexmikli.Iceland ,ameya2693.India ,eaturbrainz.Israel ,gprime.Israel ,Adahn5.Italy ,improb.Italy ,IronMew.Italy ,occupythekitchen.Italy ,Dissentient.Latvia ,Airazz.Lithuania ,Dragoniel.Lithuania ,Strazdas1.Lithuania ,Sunjammer0037.Lithuania ,_vargas_.Lithuania ,himit.Malta ,hseldon10.Mexico ,Amanoo.Netherlands ,blockpro156.Netherlands ,BorgDrone.Netherlands ,crackanape.Netherlands ,Jasper1984.Netherlands ,jippiejee.Netherlands ,LaoBa.Netherlands ,Merari01.Netherlands ,ReinierPersoon.Netherlands ,savois-faire.Netherlands ,small_trunks.Netherlands ,SpHornet.Netherlands ,TheActualAWdeV.Netherlands ,TheFlyingBastard.Netherlands ,TheRufmeisterGeneral.Netherlands ,TomSwirly.Netherlands ,Tozapeloda77.Netherlands ,zazzlekdazzle.Netherlands ,AntiChr1st.Norway ,Arve.Norway ,bobosuda.Norway ,foamed.Norway ,rdzzl.Norway ,rubygeek.Norway ,Soltheron.Norway ,TheJack38.Norway ,tso.Norway ,vintermann.Norway ,W00ster.Norway ,Imperium_Dragon.Philippines ,Jakkubus.Poland ,yoshi314.Poland ,FuujinSama.Portugal ,omegaxLoL.Portugal ,adevland.Romania ,dumnezero.Romania ,florinandrei.Romania ,NilacTheGrim.Romania ,postblitz.Romania ,Aemilius_Paulus.Russia ,BabyWookie.Russia ,thefran.Russia ,OmegaVesko.Serbia ,cruyff8.Spain ,Erratic85.Spain ,Eryemil.Spain ,LupineChemist.Spain ,Miguelinileugim.Spain ,MithranArkanere.Spain ,redlightsaber.Spain ,segagamer.Spain ,turtleeatingalderman.Spain ,effa94.Sweden ,essbeck.Sweden ,Falsus.Sweden ,helm.Sweden ,Hovsky.Sweden ,PatHeist.Sweden ,Platypuskeeper.Sweden ,rabbitlion.Sweden ,Rhamni.Sweden ,splergel.Sweden ,theCroc.Sweden ,TinyTinyDwarf.Sweden ,xmnstr.Sweden ,Milleuros.Switzerland ,alexfrancisburchard.Turkey ,Redhaired103.Turkey ,killerstorm.Ukraine
21, alter, 0.34615384615384615, 0.78125, 0.1111111111111111, 0.3, 0.4423076923076923, 0.16666666666666666, 0.92, 0.1875, 0.25, 0.7948717948717948, 0.6666666666666666, 0.4230769230769231, 0.6153846153846154, 0.1927710843373494, 0.42857142857142855, 0.15384615384615385, 0.044444444444444446, 0.025, 0.9841269841269841, 0.3125, 0.10344827586206896, 0.4444444444444444, 0.7432432432432432, 0.6190476190476191, 0.16666666666666666, 0.23333333333333334, 0.2, 0.058823529411764705, 0.6204819277108434, 0.3, 0.2631578947368421, 0.5833333333333334, 0.26666666666666666, 0.375, 0.21428571428571427, 0.22, 0.125, 0.5, 0.08333333333333333, 0.125, 0.3, 0.0, 0.3125, 0.8571428571428571, 0.044444444444444446, 0.4, 0.36, 0.38461538461538464, 0.07142857142857142, 0.3333333333333333, 0.4222222222222222, 0.34615384615384615, 0.18181818181818182, 0.14814814814814814, 0.75, 0.3333333333333333, 0.3333333333333333, 0.3, 0.6767676767676768, 0.2037037037037037, 0.29411764705882354, 0.0392156862745098, 0.4166666666666667, 0.75, 0.19047619047619047, 0.058823529411764705, 0.2682926829268293, 0.15384615384615385, 0.6666666666666666, 0.16666666666666666, 0.02127659574468085, 0.9333333333333333, 0.22580645161290322, 0.75, 0.7857142857142857, 0.47368421052631576, 0.5, 0.28, 0.2857142857142857, 0.42857142857142855, 0.36585365853658536, 0.22727272727272727, 0.4230769230769231, 0.7142857142857143, 0.47619047619047616, 0.65, 0.5686274509803921, 0.4583333333333333, 0.0, 0.3888888888888889, 0.7058823529411765, 0.47058823529411764, 0.16666666666666666, 0.631578947368421, 0.5573770491803278, 0.5121951219512195, 0.5714285714285714, 0.23076923076923078, 0.375, 0.09523809523809523, 0.5, 0.5555555555555556, 0.11403508771929824, 0.4576271186440678, 0.3148148148148148, 0.3333333333333333, 0.7926829268292683, 0.16129032258064516, 0.0, 0.3333333333333333, 0.8095238095238095, 0.3125, 0.21428571428571427, 0.19047619047619047, 0.19444444444444445, 0.3, 0.2857142857142857, 0.0, 0.35833333333333334, 0.4, 0.625, 0.2, 0.562962962962963, 0.5384615384615384, 0.11538461538461539, 0.6666666666666666, 0.034482758620689655, 0.8709677419354839, 0.5909090909090909, 0.8116883116883117, 0.5972222222222222, 0.4117647058823529, 0, 0.18604651162790697, 0.23529411764705882, 0.36363636363636365, 0.34375, 0.8115942028985508, 0.02702702702702703, 0.0, 0.45454545454545453, 0.12, 0.5423728813559322, 0.0, 0.43661971830985913, 0.07894736842105263, 0.5925925925925926, 0.75, 0.23333333333333334, 0.5384615384615384, 0.5384615384615384, 0.16393442622950818, 0.9166666666666666, 0.4827586206896552, 0.02857142857142857, 0.20454545454545456, 0.6575342465753424, 0.3157894736842105, 0.09615384615384616, 0.16666666666666666, 0.10309278350515463, 0.5, 0.7222222222222222, 0.2, 0.6521739130434783, 0.4166666666666667, 0.0, 0.5263157894736842
21, vary, 0.6538461538461539, 0.21875, 0.8888888888888888, 0.7, 0.5576923076923077, 0.8333333333333334, 0.08, 0.8125, 0.75, 0.20512820512820512, 0.3333333333333333, 0.5769230769230769, 0.38461538461538464, 0.8072289156626506, 0.5714285714285714, 0.8461538461538461, 0.9555555555555556, 0.975, 0.015873015873015872, 0.6875, 0.896551724137931, 0.5555555555555556, 0.25675675675675674, 0.38095238095238093, 0.8333333333333334, 0.7666666666666667, 0.8, 0.9411764705882353, 0.3795180722891566, 0.7, 0.7368421052631579, 0.4166666666666667, 0.7333333333333333, 0.625, 0.7857142857142857, 0.78, 0.875, 0.5, 0.9166666666666666, 0.875, 0.7, 1.0, 0.6875, 0.14285714285714285, 0.9555555555555556, 0.6, 0.64, 0.6153846153846154, 0.9285714285714286, 0.6666666666666666, 0.5777777777777777, 0.6538461538461539, 0.8181818181818182, 0.8518518518518519, 0.25, 0.6666666666666666, 0.6666666666666666, 0.7, 0.32323232323232326, 0.7962962962962963, 0.7058823529411765, 0.9607843137254902, 0.5833333333333334, 0.25, 0.8095238095238095, 0.9411764705882353, 0.7317073170731707, 0.8461538461538461, 0.3333333333333333, 0.8333333333333334, 0.9787234042553191, 0.06666666666666667, 0.7741935483870968, 0.25, 0.21428571428571427, 0.5263157894736842, 0.5, 0.72, 0.7142857142857143, 0.5714285714285714, 0.6341463414634146, 0.7727272727272727, 0.5769230769230769, 0.2857142857142857, 0.5238095238095238, 0.35, 0.43137254901960786, 0.5416666666666666, 1.0, 0.6111111111111112, 0.29411764705882354, 0.5294117647058824, 0.8333333333333334, 0.3684210526315789, 0.4426229508196721, 0.4878048780487805, 0.42857142857142855, 0.7692307692307693, 0.625, 0.9047619047619048, 0.5, 0.4444444444444444, 0.8859649122807017, 0.5423728813559322, 0.6851851851851852, 0.6666666666666666, 0.2073170731707317, 0.8387096774193549, 1.0, 0.6666666666666666, 0.19047619047619047, 0.6875, 0.7857142857142857, 0.8095238095238095, 0.8055555555555556, 0.7, 0.7142857142857143, 1.0, 0.6416666666666667, 0.6, 0.375, 0.8, 0.43703703703703706, 0.46153846153846156, 0.8846153846153846, 0.3333333333333333, 0.9655172413793104, 0.12903225806451613, 0.4090909090909091, 0.18831168831168832, 0.4027777777777778, 0.5882352941176471, 0, 0.813953488372093, 0.7647058823529411, 0.6363636363636364, 0.65625, 0.18840579710144928, 0.972972972972973, 1.0, 0.5454545454545454, 0.88, 0.4576271186440678, 1.0, 0.5633802816901409, 0.9210526315789473, 0.4074074074074074, 0.25, 0.7666666666666667, 0.46153846153846156, 0.46153846153846156, 0.8360655737704918, 0.08333333333333333, 0.5172413793103449, 0.9714285714285714, 0.7954545454545454, 0.3424657534246575, 0.6842105263157895, 0.9038461538461539, 0.8333333333333334, 0.8969072164948454, 0.5, 0.2777777777777778, 0.8, 0.34782608695652173, 0.5833333333333334, 1.0, 0.47368421052631576
22, alternate, 0.09420289855072464, 0.3333333333333333, 0.38461538461538464, 0.018518518518518517, 0.1282051282051282, 0.06779661016949153, 0.40409683426443205, 0.21052631578947367, 0.375, 0.22580645161290322, 0.012658227848101266, 0.16666666666666666, 0.27184466019417475, 0.13553113553113552, 0.08333333333333333, 0.25, 0.37735849056603776, 0.3125, 0.10638297872340426, 0.037037037037037035, 0.0625, 0.13333333333333333, 0.11450381679389313, 0.25675675675675674, 0.07894736842105263, 0.04285714285714286, 0.1875, 0.17391304347826086, 0.5795454545454546, 0.2391304347826087, 0.022727272727272728, 0.138996138996139, 0.17796610169491525, 0.2874251497005988, 0.391304347826087, 0.2708333333333333, 0.15789473684210525, 0.35714285714285715, 0.19111111111111112, 0.603448275862069, 0.18604651162790697, 0.22641509433962265, 0.4626865671641791, 0.11320754716981132, 0.5833333333333334, 0.1099476439790576, 0.02702702702702703, 0.11888111888111888, 0.08791208791208792, 0.08602150537634409, 0.3119266055045872, 0.12121212121212122, 0.08653846153846154, 0.0, 0.14516129032258066, 0.0, 0.05755395683453238, 0.11827956989247312, 0.0966183574879227, 0.24666666666666667, 0.16216216216216217, 0.06741573033707865, 0.023529411764705882, 0.06944444444444445, 0.13636363636363635, 0.024193548387096774, 0.04830917874396135, 0.12, 0.1348314606741573, 0.08888888888888889, 0.0, 0.06976744186046512, 0.14285714285714285, 0.08, 0.125, 0.19469026548672566, 0.1125, 0.3153153153153153, 0.16666666666666666, 0.3873239436619718, 0.1320754716981132, 0.30303030303030304, 0.07446808510638298, 0.5671641791044776, 0.19230769230769232, 0.32524271844660196, 0.275, 0.3, 0.1111111111111111, 0.15730337078651685, 0.16666666666666666, 0.09090909090909091, 0.018867924528301886, 0.00823045267489712, 0.0979020979020979, 0.06172839506172839, 0.3148148148148148, 0.12087912087912088, 0.35, 0.14285714285714285, 0.20437956204379562, 0.325, 0.36363636363636365, 0.2676056338028169, 0.0, 0.16666666666666666, 0.10714285714285714, 0.05714285714285714, 0.14634146341463414, 0.058823529411764705, 0.15, 0.16666666666666666, 0.22522522522522523, 0.041666666666666664, 0.3018867924528302, 0.14583333333333334, 0.12903225806451613, 0.11392405063291139, 0.27586206896551724, 0.21495327102803738, 0.1791044776119403, 0.0, 0.16296296296296298, 0.032520325203252036, 0.3442622950819672, 0.20454545454545456, 0.15789473684210525, 0.08, 0.19138755980861244, 0.5352112676056338, 0.4444444444444444, 0.015463917525773196, 0.0, 0.19672131147540983, 0.28, 0.17582417582417584, 0.36538461538461536, 0.3669724770642202, 0.21818181818181817, 0.25, 0.15862068965517243, 0.29245283018867924, 0.21666666666666667, 0.06451612903225806, 0.031746031746031744, 0.08, 0.3076923076923077, 0.40212443095599393, 0.20869565217391303, 0.050359712230215826, 0.42857142857142855, 0.03582089552238806, 0.0, 0.42045454545454547, 0.0625, 0.10294117647058823, 0.19607843137254902, 0.5789473684210527, 0.3867924528301887, 0.20689655172413793, 0.3, 0.21978021978021978, 0.09090909090909091, 0.2777777777777778, 0.0718562874251497, 0.3728813559322034, 0.02, 0.14772727272727273
22, jump, 0.9057971014492754, 0.6666666666666666, 0.6153846153846154, 0.9814814814814815, 0.8717948717948718, 0.9322033898305084, 0.595903165735568, 0.7894736842105263, 0.625, 0.7741935483870968, 0.9873417721518988, 0.8333333333333334, 0.7281553398058253, 0.8644688644688645, 0.9166666666666666, 0.75, 0.6226415094339622, 0.6875, 0.8936170212765957, 0.9629629629629629, 0.9375, 0.8666666666666667, 0.8854961832061069, 0.7432432432432432, 0.9210526315789473, 0.9571428571428572, 0.8125, 0.8260869565217391, 0.42045454545454547, 0.7608695652173914, 0.9772727272727273, 0.861003861003861, 0.8220338983050848, 0.7125748502994012, 0.6086956521739131, 0.7291666666666666, 0.8421052631578947, 0.6428571428571429, 0.8088888888888889, 0.39655172413793105, 0.813953488372093, 0.7735849056603774, 0.5373134328358209, 0.8867924528301887, 0.4166666666666667, 0.8900523560209425, 0.972972972972973, 0.8811188811188811, 0.9120879120879121, 0.9139784946236559, 0.6880733944954128, 0.8787878787878788, 0.9134615384615384, 1.0, 0.8548387096774194, 1.0, 0.9424460431654677, 0.8817204301075269, 0.9033816425120773, 0.7533333333333333, 0.8378378378378378, 0.9325842696629213, 0.9764705882352941, 0.9305555555555556, 0.8636363636363636, 0.9758064516129032, 0.9516908212560387, 0.88, 0.8651685393258427, 0.9111111111111111, 1.0, 0.9302325581395349, 0.8571428571428571, 0.92, 0.875, 0.8053097345132744, 0.8875, 0.6846846846846847, 0.8333333333333334, 0.6126760563380281, 0.8679245283018868, 0.696969696969697, 0.925531914893617, 0.43283582089552236, 0.8076923076923077, 0.6747572815533981, 0.725, 0.7, 0.8888888888888888, 0.8426966292134831, 0.8333333333333334, 0.9090909090909091, 0.9811320754716981, 0.9917695473251029, 0.9020979020979021, 0.9382716049382716, 0.6851851851851852, 0.8791208791208791, 0.65, 0.8571428571428571, 0.7956204379562044, 0.675, 0.6363636363636364, 0.7323943661971831, 1.0, 0.8333333333333334, 0.8928571428571429, 0.9428571428571428, 0.8536585365853658, 0.9411764705882353, 0.85, 0.8333333333333334, 0.7747747747747747, 0.9583333333333334, 0.6981132075471698, 0.8541666666666666, 0.8709677419354839, 0.8860759493670886, 0.7241379310344828, 0.7850467289719626, 0.8208955223880597, 1.0, 0.837037037037037, 0.967479674796748, 0.6557377049180327, 0.7954545454545454, 0.8421052631578947, 0.92, 0.8086124401913876, 0.4647887323943662, 0.5555555555555556, 0.9845360824742269, 1.0, 0.8032786885245902, 0.72, 0.8241758241758241, 0.6346153846153846, 0.6330275229357798, 0.7818181818181819, 0.75, 0.8413793103448276, 0.7075471698113207, 0.7833333333333333, 0.9354838709677419, 0.9682539682539683, 0.92, 0.6923076923076923, 0.5978755690440061, 0.7913043478260869, 0.9496402877697842, 0.5714285714285714, 0.9641791044776119, 1.0, 0.5795454545454546, 0.9375, 0.8970588235294118, 0.803921568627451, 0.42105263157894735, 0.6132075471698113, 0.7931034482758621, 0.7, 0.7802197802197802, 0.9090909090909091, 0.7222222222222222, 0.9281437125748503, 0.6271186440677966, 0.98, 0.8522727272727273
23, amalgamation, 0.5, 0.5, 0, 1.0, 0.0, 0, 0.782608695652174, 0.0, 0, 0.0, 0.0, 0, 0.0, 0.19047619047619047, 0.08333333333333333, 0, 0.0, 0.0, 0.0, 0, 0.0, 1.0, 0.8928571428571429, 0, 0.0, 0.0, 0, 0.5, 0, 0.3333333333333333, 0.15384615384615385, 0.1111111111111111, 0.0, 0.0, 1.0, 0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.8571428571428571, 0.0, 0, 0, 0, 0.0, 0.0, 0.23076923076923078, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0, 1.0, 0.0, 0.2857142857142857, 0.0, 0.0, 0, 1.0, 0.0, 1.0, 0.09090909090909091, 0, 0, 0.0, 0, 0, 0.5, 0, 0, 0.0, 0.0, 0.25, 0, 0.4, 0.2, 0.1111111111111111, 0, 0.0, 0.3333333333333333, 0.0, 0.0, 0.6666666666666666, 0.0, 0.0, 0.0, 0, 0, 0, 0.6666666666666666, 0, 1.0, 0, 0.0, 1.0, 0, 0.0, 0.25, 0.0, 0.0, 0.0, 0, 0.0, 0.0, 0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.058823529411764705, 0, 0.0, 0, 0.0, 0, 0.0, 0.21875, 0.4, 0.0, 0.0, 0, 0.2857142857142857, 0, 0.5, 0.0, 0.0, 0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.25, 0.0, 0.8, 0, 0.0, 0, 1.0, 0.05263157894736842, 0.0, 0.0, 0.0, 0.0, 0.2857142857142857, 0, 0, 1.0, 0.0, 0, 1.0, 0.0, 0.0, 0.5, 1.0, 0.6666666666666666, 0, 0, 0.0, 0.0, 0, 0.0
23, merger, 0.5, 0.5, 0, 0.0, 1.0, 0, 0.21739130434782608, 1.0, 0, 1.0, 1.0, 0, 1.0, 0.8095238095238095, 0.9166666666666666, 0, 1.0, 1.0, 1.0, 0, 1.0, 0.0, 0.10714285714285714, 0, 1.0, 1.0, 0, 0.5, 0, 0.6666666666666666, 0.8461538461538461, 0.8888888888888888, 1.0, 1.0, 0.0, 0, 1.0, 1.0, 1.0, 0.5, 1.0, 0.14285714285714285, 1.0, 0, 0, 0, 1.0, 1.0, 0.7692307692307693, 0, 0, 0, 0, 1.0, 1.0, 1.0, 0, 0.0, 1.0, 0.7142857142857143, 1.0, 1.0, 0, 0.0, 1.0, 0.0, 0.9090909090909091, 0, 0, 1.0, 0, 0, 0.5, 0, 0, 1.0, 1.0, 0.75, 0, 0.6, 0.8, 0.8888888888888888, 0, 1.0, 0.6666666666666666, 1.0, 1.0, 0.3333333333333333, 1.0, 1.0, 1.0, 0, 0, 0, 0.3333333333333333, 0, 0.0, 0, 1.0, 0.0, 0, 1.0, 0.75, 1.0, 1.0, 1.0, 0, 1.0, 1.0, 0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.9411764705882353, 0, 1.0, 0, 1.0, 0, 1.0, 0.78125, 0.6, 1.0, 1.0, 0, 0.7142857142857143, 0, 0.5, 1.0, 1.0, 0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.75, 1.0, 0.2, 0, 1.0, 0, 0.0, 0.9473684210526315, 1.0, 1.0, 1.0, 1.0, 0.7142857142857143, 0, 0, 0.0, 1.0, 0, 0.0, 1.0, 1.0, 0.5, 0.0, 0.3333333333333333, 0, 0, 1.0, 1.0, 0, 1.0
24, amends, 1.0, 0.2, 0, 1.0, 1.0, 0, 0, 0, 0.0, 0.6, 0, 1.0, 1.0, 0.2631578947368421, 0, 0.0, 0.5, 0, 1.0, 0, 0, 0.6666666666666666, 0.4, 1.0, 0, 0, 0, 1.0, 0, 0, 0, 0.6666666666666666, 0.875, 0, 0.5, 0.0, 0.0, 0, 1.0, 1.0, 0.5, 1.0, 0, 1.0, 1.0, 1.0, 0, 0, 0.5, 1.0, 0, 0.3333333333333333, 1.0, 0, 1.0, 0.5, 0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0, 0, 0, 0.3333333333333333, 0, 0, 1.0, 1.0, 0, 0.0, 0.75, 0.5555555555555556, 0.1, 0.3333333333333333, 0, 1.0, 0.5, 0, 0, 0, 0, 0.0, 0, 1.0, 0, 1.0, 1.0, 1.0, 0.0, 0, 0.0, 0.6666666666666666, 0.5, 1.0, 0.0, 0, 0, 1.0, 1.0, 0.0, 0.16666666666666666, 1.0, 1.0, 0, 0, 0, 0, 0, 0.0, 0, 1.0, 1.0, 0.4, 0.0, 0, 0, 0, 0, 0, 0.1794871794871795, 0.0, 1.0, 0, 0.75, 0.25, 1.0, 1.0, 0, 0.42857142857142855, 1.0, 0.0, 0.0, 0, 1.0, 1.0, 1.0, 0.0, 0, 0, 1.0, 0.75, 0, 1.0, 0.0, 0, 0.3333333333333333, 1.0, 1.0, 1.0, 0, 0, 0, 0, 0
24, redress, 0.0, 0.8, 0, 0.0, 0.0, 0, 0, 0, 1.0, 0.4, 0, 0.0, 0.0, 0.7368421052631579, 0, 1.0, 0.5, 0, 0.0, 0, 0, 0.3333333333333333, 0.6, 0.0, 0, 0, 0, 0.0, 0, 0, 0, 0.3333333333333333, 0.125, 0, 0.5, 1.0, 1.0, 0, 0.0, 0.0, 0.5, 0.0, 0, 0.0, 0.0, 0.0, 0, 0, 0.5, 0.0, 0, 0.6666666666666666, 0.0, 0, 0.0, 0.5, 0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 0, 0, 0, 0.6666666666666666, 0, 0, 0.0, 0.0, 0, 1.0, 0.25, 0.4444444444444444, 0.9, 0.6666666666666666, 0, 0.0, 0.5, 0, 0, 0, 0, 1.0, 0, 0.0, 0, 0.0, 0.0, 0.0, 1.0, 0, 1.0, 0.3333333333333333, 0.5, 0.0, 1.0, 0, 0, 0.0, 0.0, 1.0, 0.8333333333333334, 0.0, 0.0, 0, 0, 0, 0, 0, 1.0, 0, 0.0, 0.0, 0.6, 1.0, 0, 0, 0, 0, 0, 0.8205128205128205, 1.0, 0.0, 0, 0.25, 0.75, 0.0, 0.0, 0, 0.5714285714285714, 0.0, 1.0, 1.0, 0, 0.0, 0.0, 0.0, 1.0, 0, 0, 0.0, 0.25, 0, 0.0, 1.0, 0, 0.6666666666666666, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0
25, ample, 0.3333333333333333, 0.6, 0.0, 0.25, 0.17647058823529413, 1.0, 0.4, 0.6, 0.0, 0.0, 0, 0.75, 0.8, 0.8690476190476191, 0.8571428571428571, 0.4, 0, 0.0, 1.0, 0.0, 1.0, 0.8571428571428571, 0.4444444444444444, 0.0, 0.6666666666666666, 0, 0, 0.25, 1.0, 0.5, 0.9230769230769231, 0.5, 1.0, 0.16666666666666666, 0.7142857142857143, 0.6666666666666666, 0.9166666666666666, 0.6666666666666666, 0.16, 0.21428571428571427, 0.5, 0.0, 0.0, 0.0, 1.0, 0.8, 0, 0, 0.9440559440559441, 0.0, 0.75, 0.034482758620689655, 0.3333333333333333, 0.0, 0.9, 1.0, 0.0, 0.375, 0.9, 0.08, 0.25, 0.5, 0, 1.0, 0, 0.2857142857142857, 0.05, 0, 0.5, 0.9285714285714286, 0.1111111111111111, 0, 0.8333333333333334, 0, 0, 0.25, 0, 0.8571428571428571, 0.5, 1.0, 0, 0.5, 0.0, 0.0, 0.8571428571428571, 0.4166666666666667, 0.9672131147540983, 0.875, 0.0, 1.0, 0.5, 0.0, 0.0, 0.6666666666666666, 0.6666666666666666, 1.0, 1.0, 0.0, 0.7142857142857143, 0.3, 0.18181818181818182, 0.8, 0.9375, 1.0, 0, 1.0, 0.8333333333333334, 0, 1.0, 0.0, 1.0, 0.6666666666666666, 0.6666666666666666, 1.0, 0.5, 0.375, 0.75, 0.13333333333333333, 0.918918918918919, 0.3333333333333333, 0, 1.0, 0.5294117647058824, 1.0, 0.5, 0.6666666666666666, 1.0, 1.0, 0.23076923076923078, 0.0, 0.3076923076923077, 0, 0, 1.0, 1.0, 1.0, 1.0, 0.90625, 0.3157894736842105, 0.75, 0.0, 0.6666666666666666, 0.5454545454545454, 1.0, 0.0, 0.5, 0.5555555555555556, 1.0, 0.9047619047619048, 0.0, 0.75, 1.0, 0, 0.0625, 0.35714285714285715, 0.0, 1.0, 0.9090909090909091, 1.0, 0.1111111111111111, 0.0, 0.38461538461538464, 0.4, 0.6666666666666666, 0.0, 0.7272727272727273, 0, 0.0
25, sizeable, 0.6666666666666666, 0.4, 1.0, 0.75, 0.8235294117647058, 0.0, 0.6, 0.4, 1.0, 1.0, 0, 0.25, 0.2, 0.13095238095238096, 0.14285714285714285, 0.6, 0, 1.0, 0.0, 1.0, 0.0, 0.14285714285714285, 0.5555555555555556, 1.0, 0.3333333333333333, 0, 0, 0.75, 0.0, 0.5, 0.07692307692307693, 0.5, 0.0, 0.8333333333333334, 0.2857142857142857, 0.3333333333333333, 0.08333333333333333, 0.3333333333333333, 0.84, 0.7857142857142857, 0.5, 1.0, 1.0, 1.0, 0.0, 0.2, 0, 0, 0.055944055944055944, 1.0, 0.25, 0.9655172413793104, 0.6666666666666666, 1.0, 0.1, 0.0, 1.0, 0.625, 0.1, 0.92, 0.75, 0.5, 0, 0.0, 0, 0.7142857142857143, 0.95, 0, 0.5, 0.07142857142857142, 0.8888888888888888, 0, 0.16666666666666666, 0, 0, 0.75, 0, 0.14285714285714285, 0.5, 0.0, 0, 0.5, 1.0, 1.0, 0.14285714285714285, 0.5833333333333334, 0.03278688524590164, 0.125, 1.0, 0.0, 0.5, 1.0, 1.0, 0.3333333333333333, 0.3333333333333333, 0.0, 0.0, 1.0, 0.2857142857142857, 0.7, 0.8181818181818182, 0.2, 0.0625, 0.0, 0, 0.0, 0.16666666666666666, 0, 0.0, 1.0, 0.0, 0.3333333333333333, 0.3333333333333333, 0.0, 0.5, 0.625, 0.25, 0.8666666666666667, 0.08108108108108109, 0.6666666666666666, 0, 0.0, 0.47058823529411764, 0.0, 0.5, 0.3333333333333333, 0.0, 0.0, 0.7692307692307693, 1.0, 0.6923076923076923, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.09375, 0.6842105263157895, 0.25, 1.0, 0.3333333333333333, 0.45454545454545453, 0.0, 1.0, 0.5, 0.4444444444444444, 0.0, 0.09523809523809523, 1.0, 0.25, 0.0, 0, 0.9375, 0.6428571428571429, 1.0, 0.0, 0.09090909090909091, 0.0, 0.8888888888888888, 1.0, 0.6153846153846154, 0.6, 0.3333333333333333, 1.0, 0.2727272727272727, 0, 1.0
